Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
165382;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;187.89284077;2003;;;;"{""coordinates"": [[-123.08410119359117, 49.24065829092695], [-123.08404532846524, 49.24211882391879], [-123.08403519744176, 49.24234787704846]], ""type"": ""LineString""}"
165384;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;145.98687809;2003;;;;"{""coordinates"": [[-123.08394902465756, 49.245454770066026], [-123.08393531393229, 49.24598813618417], [-123.08392082894886, 49.246532607427255], [-123.08391506238296, 49.24676776676097]], ""type"": ""LineString""}"
165388;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.16695006;2003;;;;"{""coordinates"": [[-123.08379234667335, 49.25136156488863], [-123.08377567381989, 49.251812695555486]], ""type"": ""LineString""}"
165391;Midtown;W 39th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;98.96129525;1998;;;;"{""coordinates"": [[-123.18960894908089, 49.23645064794997], [-123.19096837277452, 49.23645447153134]], ""type"": ""LineString""}"
165395;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;116.08357989;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.19236006439785, 49.233203588795234], [-123.19375046308623, 49.23371478652799]], ""type"": ""LineString""}"
165398;Cypress;Adera;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.57036427;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.14358029058106, 49.211869500761914], [-123.14356377601815, 49.212306270428435]], ""type"": ""LineString""}"
165399;Cypress;Adera;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.20456503;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.14359720302888, 49.21141803316156], [-123.14358028638644, 49.211869474680746], [-123.14358029058106, 49.211869500761914]], ""type"": ""LineString""}"
165410;King Edward;W King Edward;Painted Lanes;PBP;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;104.47968649;2015;;;;"{""coordinates"": [[-123.14608084644281, 49.24952368799173], [-123.14751606213106, 49.24954607952127]], ""type"": ""LineString""}"
165411;King Edward;W King Edward;Painted Lanes;PBP;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;181.09022077;2015;;;;"{""coordinates"": [[-123.16539209816588, 49.248078298786396], [-123.16788028311457, 49.248088211795746]], ""type"": ""LineString""}"
165414;3rd Ave;W 2nd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;99.0730393;2007;pre-2007;;;"{""coordinates"": [[-123.19196494101254, 49.270109227284905], [-123.1906031043544, 49.270100858475566]], ""type"": ""LineString""}"
165415;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;134.19593761;1990;year const-Peter Stary data;;;"{""coordinates"": [[-123.16448699839798, 49.26920298690701], [-123.16588017050431, 49.26922453474554], [-123.1663311074106, 49.26923151710883], [-123.16633115823501, 49.26923150624143]], ""type"": ""LineString""}"
165420;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;570.15300582;2008;;;;"{""coordinates"": [[-123.11547049517506, 49.288150621255674], [-123.1154701863922, 49.28815088872074], [-123.1154112675835, 49.28820182335127], [-123.11540973875684, 49.28820314536881], [-123.1151445688247, 49.288457410047485], [-123.11448278010609, 49.2890920793354], [-123.11429127758059, 49.28927573071422], [-123.11407136886181, 49.289486621090234], [-123.11439698484914, 49.289609867592105], [-123.11518000455077, 49.289583467049106], [-123.11522697577736, 49.28958188294762], [-123.1160347199677, 49.28978675274599], [-123.11615866250638, 49.28983684553461], [-123.11638964624552, 49.28993019881733], [-123.11674613277842, 49.29006087268295], [-123.11716776647408, 49.290220823436286], [-123.11764175475243, 49.290400631956324], [-123.11815740722608, 49.290082730349795], [-123.11873062265529, 49.28979633762609], [-123.11873067760877, 49.28979631508167]], ""type"": ""LineString""}"
165422;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;184.80716983;1990;;;;"{""coordinates"": [[-123.14212288794147, 49.28294038852956], [-123.14217982174542, 49.282999410509824], [-123.14253168667439, 49.283540653996226], [-123.14289929449724, 49.28410973585419], [-123.14290617420573, 49.2841365275728], [-123.14289400743594, 49.284162534179075], [-123.1428939979095, 49.2841625683725], [-123.14287621803084, 49.284324615057805], [-123.14287539101842, 49.284431007416146], [-123.14292722525029, 49.28448452577412]], ""type"": ""LineString""}"
165424;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;102.24065615;1990;Improvements completed in 2018;2018;;"{""coordinates"": [[-123.1371448690196, 49.26990657816655], [-123.13714483735819, 49.26990656201279], [-123.1371334774716, 49.269899660887326], [-123.1371322988039, 49.269898947168016], [-123.13709076564143, 49.269873691163525], [-123.13691105527208, 49.269764398507135], [-123.13677819345911, 49.26973280461211], [-123.13675827156021, 49.26972806703512], [-123.13659713370625, 49.269741758537876], [-123.13648147032852, 49.26974161456758], [-123.13640430917442, 49.26974151858473], [-123.13623830908907, 49.26967732860691], [-123.13598352948163, 49.26949677758053]], ""type"": ""LineString""}"
165425;4th Ave;W 4th Ave;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Painted Lanes;Yes;641.05092129;2006;;;;"{""coordinates"": [[-123.19065869791059, 49.26870685226706], [-123.19065875702515, 49.268706853968574], [-123.1994676553735, 49.26885585541092]], ""type"": ""LineString""}"
165426;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;111.85374974;1990;year const-Peter Stary data;;;"{""coordinates"": [[-123.17765567078612, 49.26938921896558], [-123.17919276824783, 49.26941400187736]], ""type"": ""LineString""}"
165428;Ridgeway;Camosun;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;60.29179432;2013;;;;"{""coordinates"": [[-123.19711719400668, 49.258651358820025], [-123.19713615789158, 49.25810916478302]], ""type"": ""LineString""}"
165429;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;64.59385349;2009;;;;"{""coordinates"": [[-123.12836489850196, 49.24632091015442], [-123.12925213047927, 49.246335375659555]], ""type"": ""LineString""}"
165432;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.30309248;2009;;;;"{""coordinates"": [[-123.14758911393068, 49.247545235314846], [-123.1482114013153, 49.2475551295087]], ""type"": ""LineString""}"
165436;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;19.20222454;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03087410201677, 49.28358583208324], [-123.03087441630845, 49.28341310489274]], ""type"": ""LineString""}"
165437;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;58.26019627;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03087067818502, 49.28522232272322], [-123.03087165964195, 49.284770261176085], [-123.03087180720024, 49.284698262889755]], ""type"": ""LineString""}"
165439;Pacific;Pacific St;Protected Bike Lanes;R;Active;Arterial;EW;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;49.67855665;2016;S.side east of burrard- 2011- N- in 2017;;;"{""coordinates"": [[-123.13183368657025, 49.27662513712688], [-123.13134734944722, 49.27631138835264]], ""type"": ""LineString""}"
165441;Cambie;Cambie;Protected Bike Lanes;OSB;Active;Off-street;NS;BD;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;100.62781986;2009;;;;"{""coordinates"": [[-123.11671241786766, 49.21320310940814], [-123.11673551861452, 49.21266327536928], [-123.11674114981885, 49.21251880807914], [-123.11674974610459, 49.21229826554843]], ""type"": ""LineString""}"
165442;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.86472441;2009;2013 paint&signs N.of 43rd;;;"{""coordinates"": [[-123.17303132784443, 49.238055160263656], [-123.17303418505458, 49.237579671563154], [-123.17303418629635, 49.237579633781266]], ""type"": ""LineString""}"
165446;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.35897025;2009;;;;"{""coordinates"": [[-123.17417152460504, 49.25875195881301], [-123.17415520630809, 49.25920478374813], [-123.17415520506671, 49.25920482152994]], ""type"": ""LineString""}"
165449;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.69146268;2009;;;;"{""coordinates"": [[-123.17378848720952, 49.269327519323795], [-123.17378848598976, 49.269327563402136], [-123.17377210546687, 49.26977437425031]], ""type"": ""LineString""}"
165453;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;131.44642678;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.17431624057991, 49.228467003594886], [-123.17587092357212, 49.22906812143929]], ""type"": ""LineString""}"
165454;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;140.73279488;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.16259720854923, 49.22293197053353], [-123.1637102854679, 49.22396688762875]], ""type"": ""LineString""}"
165465;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;BD;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;321.5476591;1995;W side painted 2012, BD PBL in 2013;2013;;"{""coordinates"": [[-123.10655064572684, 49.21231591113113], [-123.10661040371079, 49.21118536698435], [-123.10670262194445, 49.20942526170917], [-123.10670263969416, 49.20942521581679]], ""type"": ""LineString""}"
165476;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;110.43104974;2009;;;;"{""coordinates"": [[-123.13535316224615, 49.247049456720625], [-123.13536041749254, 49.24705316235212], [-123.1353935591142, 49.24706948854515], [-123.13542713398454, 49.24708546430613], [-123.13546114754509, 49.24710106983896], [-123.1354955281357, 49.24711622786814], [-123.13554214983161, 49.247135930310414], [-123.1355655134102, 49.24714546393086], [-123.13558667263831, 49.247153828054756], [-123.13560112633729, 49.247159541954], [-123.13563696726202, 49.24717307908496], [-123.13563701402487, 49.24717309612102], [-123.13567325379083, 49.24718626306832], [-123.13567330192772, 49.24718628010275], [-123.1357098883174, 49.24719907512842], [-123.1357468582754, 49.24721144241815], [-123.13578416502328, 49.24722335953863], [-123.13582181128847, 49.247234819289986], [-123.135838949246, 49.247239812184105], [-123.13585968446367, 49.24724584429247], [-123.13589790015685, 49.247256504572746], [-123.13593633170964, 49.247266709427535], [-123.13597511514502, 49.247276457797064], [-123.1360141062559, 49.24728577323839], [-123.1360533324523, 49.2472946305323], [-123.13609278276336, 49.247303037787255], [-123.13613245993622, 49.24731099499979], [-123.13617236122435, 49.24731850307232], [-123.13621248799582, 49.247325560204175], [-123.13623202276273, 49.24732872418169], [-123.13625272733854, 49.24733207837477], [-123.1362931896694, 49.24733823825812], [-123.13633376892419, 49.24734394372995], [-123.13637451568727, 49.2473491029792], [-123.13637457066734, 49.24734911011053], [-123.13638307049972, 49.2473501804043], [-123.13641809208391, 49.24735445676804], [-123.13644343938351, 49.24735728192218], [-123.1364532349543, 49.24735836777146], [-123.13648846455169, 49.24736183789534], [-123.13652371513369, 49.24736494367671], [-123.1365591856973, 49.24736760032518], [-123.13656299646154, 49.247367828797266], [-123.13661064681457, 49.247370683319666], [-123.13663012223272, 49.24737174331509], [-123.13675936851706, 49.247376175262296]], ""type"": ""LineString""}"
165477;29th Ave;W 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;142.40768452;2009;;;;"{""coordinates"": [[-123.12047579943615, 49.24619170820135], [-123.12055505644925, 49.24619300899112], [-123.12243183388327, 49.24622382566316]], ""type"": ""LineString""}"
165478;29th Ave;W 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;27.66227435;2009;;;;"{""coordinates"": [[-123.12450628103008, 49.246257777598395], [-123.12488623668567, 49.24626398169215]], ""type"": ""LineString""}"
165479;29th Ave;W 28th Ave;Protected Bike Lanes;R;Active;Residential;EW;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;201.25800498;2009;LSB to PBL in 2016;2016;;"{""coordinates"": [[-123.12488623668567, 49.24626398169215], [-123.12765061730909, 49.2463092143973]], ""type"": ""LineString""}"
165483;Main;Main;Shared Lanes;;Legacy;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;22.39252476;2008;not sufficient marking;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.10099258510466, 49.25479437415263], [-123.10098846106945, 49.254786286557454], [-123.10089499878521, 49.25460337306277], [-123.1008949973578, 49.25460334697785]], ""type"": ""LineString""}"
165484;29th Ave;W 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;151.0282347;2009;;;;"{""coordinates"": [[-123.12243183388327, 49.24622382566316], [-123.12450628103008, 49.246257777598395]], ""type"": ""LineString""}"
165487;29th Ave;Eddington Drive;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;101.33227428;2008;;;;"{""coordinates"": [[-123.15711084461583, 49.24675539632976], [-123.15723439819601, 49.24671986707307], [-123.15727706922881, 49.24670741085817], [-123.15729290839214, 49.24670257954218], [-123.1573227995788, 49.24669348603719], [-123.15735437194074, 49.24668334498833], [-123.15736808690932, 49.246678950125535], [-123.1574130196232, 49.24666395052509], [-123.1574171823282, 49.24666249931896], [-123.15745757690664, 49.24664842339853], [-123.15746787266862, 49.246644673644674], [-123.15750161445293, 49.24663235724919], [-123.1575452946718, 49.246615840009504], [-123.15758851587897, 49.24659886911989], [-123.15758855429902, 49.246598852876076], [-123.15763129019332, 49.24658136720542], [-123.15767360934143, 49.246563325282594], [-123.15771535406094, 49.24654482986902], [-123.15774196516702, 49.24653265536724], [-123.15775676069642, 49.2465258869392], [-123.15779748574585, 49.246506495163665], [-123.15782060235024, 49.24649505403066], [-123.15783776663537, 49.246486568764006], [-123.15787745796884, 49.24646618529836], [-123.15790558005837, 49.246451325415094], [-123.15791669881634, 49.246445438127736], [-123.15793203578339, 49.24643698952655], [-123.15795527158652, 49.24642417013342], [-123.15797412699143, 49.24641346610814], [-123.1579933842379, 49.24640253395077], [-123.158010493728, 49.246392397207934], [-123.15803081364021, 49.246380358975834], [-123.15806767715557, 49.246357824953584], [-123.15809005550524, 49.24634370959331], [-123.15810396512873, 49.24633492020384], [-123.15811679184567, 49.24632649750132], [-123.15813958641476, 49.24631150002857], [-123.158160375208, 49.24629744170134], [-123.15817463244879, 49.24628779997857], [-123.15820899689167, 49.24626365018977], [-123.15822697744758, 49.2462505204063], [-123.15824274018112, 49.24623904518307]], ""type"": ""LineString""}"
165488;Heather;Willow;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;123.34980027;2008;;;;"{""coordinates"": [[-123.12389449716525, 49.2328661714848], [-123.12389449984722, 49.23286614539568], [-123.12390969482368, 49.23241969727926], [-123.12391381641123, 49.23229974652092], [-123.1239138177196, 49.23229972043326], [-123.12391401703564, 49.232293737474826], [-123.12391401830351, 49.23229369519578], [-123.1239147107861, 49.232253133045404], [-123.1239142739583, 49.232212483952665], [-123.12391281265866, 49.232171925011556], [-123.12391114844256, 49.23214469545811], [-123.12391033353484, 49.23213136716183], [-123.12390672121055, 49.23209081142678], [-123.12390197178826, 49.23205034596396], [-123.12390196618595, 49.232050302792715], [-123.12389619903742, 49.232009874401946], [-123.12388931394982, 49.23196950567872], [-123.12388139204812, 49.23192922891874], [-123.12387235915708, 49.2318890424023], [-123.1238622881576, 49.23184897753434], [-123.12386227706556, 49.23184893616807], [-123.12386053351379, 49.23184270162616], [-123.12385108285687, 49.23180901642731], [-123.12384430757517, 49.23178672265086], [-123.12383897821309, 49.23176918851325], [-123.1238359920236, 49.23176038445862]], ""type"": ""LineString""}"
165491;Arbutus Greenway;Off Street;Protected Bike Lanes;OSB;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;175.08622643;2017;;;;"{""coordinates"": [[-123.14802549558533, 49.26651566910135], [-123.14969479399367, 49.26654864111694], [-123.14988328450423, 49.26654839675802], [-123.15015322509258, 49.26654274539835], [-123.15034924449701, 49.26652367882546], [-123.1504271894057, 49.26651238913915]], ""type"": ""LineString""}"
165492;Seaside Bypass;W 2nd Ave;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;Yes;127.31504753;1990;;;;"{""coordinates"": [[-123.1390421103191, 49.26967462638768], [-123.14079165568398, 49.269703704946046]], ""type"": ""LineString""}"
165495;Seaside Bypass;Moberly Rd;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;43.68178;1990;;;;"{""coordinates"": [[-123.12030765127423, 49.26651470742664], [-123.12030768147035, 49.26651468940478], [-123.12042724011502, 49.26645970671379], [-123.12058931317742, 49.266182000599976]], ""type"": ""LineString""}"
165499;Cardero;Cardero;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;34.47083719;2006;;;;"{""coordinates"": [[-123.13408247629766, 49.288255234979836], [-123.13441630269678, 49.28803509697156]], ""type"": ""LineString""}"
165503;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;28.04915896;2009;;;;"{""coordinates"": [[-123.1123588437842, 49.24512290968459], [-123.11234811663523, 49.24537512041935]], ""type"": ""LineString""}"
165504;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.44999853;2009;;;;"{""coordinates"": [[-123.11233770110309, 49.24561877906962], [-123.1123191833046, 49.246045430231426]], ""type"": ""LineString""}"
165506;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.40700513;2009;;;;"{""coordinates"": [[-123.1123191833046, 49.246045430231426], [-123.11230662151836, 49.24649877791811]], ""type"": ""LineString""}"
165508;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.7509666;2009;;;;"{""coordinates"": [[-123.11272950808295, 49.251367618565254], [-123.11272104356199, 49.25156319471507]], ""type"": ""LineString""}"
165510;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;93.5046484;1995;year const- Peter Stary;;;"{""coordinates"": [[-123.10630775471972, 49.21592068892013], [-123.10636491436418, 49.215080423059284]], ""type"": ""LineString""}"
165511;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;93.72965083;1995;year const- Peter Stary;;;"{""coordinates"": [[-123.10619573218938, 49.218547737126485], [-123.10619572936008, 49.2185476984494], [-123.10622337703265, 49.2177048083637]], ""type"": ""LineString""}"
165513;Cypress;W 68th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;116.04412062;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.1420337861437, 49.21053893148646], [-123.14362657134106, 49.210564748398774]], ""type"": ""LineString""}"
165517;Cassiar;Off Street;Protected Bike Lanes;OSS;Active;Residential;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;16.87903187;1993;;;;"{""coordinates"": [[-123.02830712542622, 49.288894580607725], [-123.028306761297, 49.28904641007306]], ""type"": ""LineString""}"
165520;Ontario;Ontario;Protected Bike Lanes;SL;Active;Off-street;NS;2W;Off Street;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;50.27523284;1995;Upgrade to BD PBL 2021;2021;;"{""coordinates"": [[-123.10473257456431, 49.26693381358343], [-123.10475169979514, 49.266481751411575]], ""type"": ""LineString""}"
165521;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Local Street;Local Street;Yes;50.27491873;1995;Upgrade to AAA in 2021;2021;;"{""coordinates"": [[-123.10476985978805, 49.26602970087037], [-123.10478873838562, 49.26557767752416], [-123.10478873967443, 49.2655776370446]], ""type"": ""LineString""}"
165522;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;50.26824102;1995;year const- Peter Stary;;;"{""coordinates"": [[-123.10467637863755, 49.2682898458791], [-123.1046763772078, 49.268289819794305], [-123.10469536764575, 49.26783788649209], [-123.104695355187, 49.26783784512549]], ""type"": ""LineString""}"
165523;Ontario;Ontario;Protected Bike Lanes;OSB;Active;Off-street;NS;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;47.17695296;1995;year const- Peter Stary;;;"{""coordinates"": [[-123.10495547514095, 49.261601604674794], [-123.1049738981698, 49.26117740984364]], ""type"": ""LineString""}"
165525;Kent;E Kent Ave North;Local Street;;Active;Arterial;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;77.201114;2004;;;;"{""coordinates"": [[-123.0661473751713, 49.207507341986805], [-123.0661312676336, 49.20750277350575], [-123.0651748847264, 49.20723119061688]], ""type"": ""LineString""}"
165526;Mosaic;Woodland Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;50.19820507;1999;1999-CC File No. 5553;;;"{""coordinates"": [[-123.0735268728341, 49.267821316809126], [-123.07352686314924, 49.26782127453786], [-123.07353538263165, 49.26736980909578]], ""type"": ""LineString""}"
165527;Mosaic;Woodland Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;21.6226691;1999;1999-CC File No. 5553;;;"{""coordinates"": [[-123.07354870276947, 49.26665906741993], [-123.07355232151235, 49.26646458169243]], ""type"": ""LineString""}"
165529;10th Ave;W 10th Ave;Protected Bike Lanes;SL;Active;Residential;EW;2W;OW;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;281.484314;2004;LSB to PBL in 2019;2019;;"{""coordinates"": [[-123.0697810788557, 49.26136958330094], [-123.06591261720204, 49.2613404778471]], ""type"": ""LineString""}"
165530;10th Ave;W 10th Ave;Local Street;R;Active;Residential;EW;2W;OW;30;Paved;NO;YES;Local Street;Local Street;Yes;54.62673589;2004;Upgrade to AAA in 2021;2019;;"{""coordinates"": [[-123.11368594235667, 49.26223252567208], [-123.11293536529469, 49.26222049666737]], ""type"": ""LineString""}"
165538;Inverness;Inverness;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.34551528;2003;year const- source unknown;;;"{""coordinates"": [[-123.08010120279661, 49.215534312438145], [-123.08010426769006, 49.215342314148785]], ""type"": ""LineString""}"
165542;King Edward;W King Edward;Painted Lanes;PBP;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;226.31450252;2015;;;;"{""coordinates"": [[-123.16242912531, 49.24855236852379], [-123.1626654700253, 49.24845850266867], [-123.16270391673923, 49.24844208620183], [-123.16309393360046, 49.24831129699974], [-123.16350267217565, 49.248207911846606], [-123.16392569590592, 49.24813306484258], [-123.16435834607657, 49.2480875720308], [-123.16479588194304, 49.24807193480447], [-123.16483075867652, 49.24807308141632], [-123.16539209816588, 49.248078298786396]], ""type"": ""LineString""}"
165543;King Edward;W King Edward;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;47.88960691;2015;;;Westbound - NB, Eastbound - PBT;"{""coordinates"": [[-123.15142539649655, 49.25087240566194], [-123.15182009519906, 49.251104406217884], [-123.15184202402696, 49.25111717760876], [-123.15188121324292, 49.25113938928567], [-123.15191683237586, 49.25115886119961]], ""type"": ""LineString""}"
165544;King Edward;W King Edward;Painted Lanes;PBP;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;191.84441745;2015;;;;"{""coordinates"": [[-123.14936593624891, 49.249806372424466], [-123.14942027402348, 49.24982360988258], [-123.14948293980913, 49.24984437976108], [-123.14954504441991, 49.249865860055515], [-123.14960657409536, 49.24988804358845], [-123.14966750135302, 49.24991092949688], [-123.14972781242668, 49.24993450880436], [-123.14978747983636, 49.24995878154743], [-123.1498464911354, 49.24998372075761], [-123.1499048298606, 49.2500093345529], [-123.14996248359769, 49.25003560675909], [-123.15001941112259, 49.25006253653109], [-123.15007562615001, 49.25009011485701], [-123.15013110117198, 49.25011833277837], [-123.15018580727921, 49.25014717234336], [-123.1502397335069, 49.250176642562494], [-123.15029286465888, 49.25020671647103], [-123.15032142747611, 49.250223329480164], [-123.15142539649655, 49.25087240566194]], ""type"": ""LineString""}"
165553;Heather;Willow;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;208.14599297;2015;2015? added by logic.;;;"{""coordinates"": [[-123.12367178858432, 49.23938468294624], [-123.12373575795486, 49.2375128584428], [-123.12373576063042, 49.2375128296551]], ""type"": ""LineString""}"
165556;Burrard;Burrard;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;34.34605372;2006;;;;"{""coordinates"": [[-123.1259960694535, 49.28118732519318], [-123.12632815436014, 49.28096766913112]], ""type"": ""LineString""}"
165557;Burrard;Burrard;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;61.75375676;2006;;;;"{""coordinates"": [[-123.11939490898946, 49.28555399476995], [-123.11999151493642, 49.28515871359757]], ""type"": ""LineString""}"
165558;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;166.32180317;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.07275854459301, 49.27759258603319], [-123.07047204541759, 49.27757404285001]], ""type"": ""LineString""}"
